Team Number,Match Number,Alliance Color,Scouter Name,Competition,Starting Position,Auto Notes in Speaker,Auto Notes in Amp,Auto Pickup Location,Tele Notes in Speaker,Tele Notes in Amp,Notes in Trap,Where Notes Scored,Climb,Driver Confidence,Intake Preference,Disabled,Defense Ratiing,Comments
2202,31,Blue,Kevin Fajardo 1714,2024wimi,2,0,0,None,0,0,0,None,Not Attempted,3,Neither,Yes - All Of Match,0,
2202,48,Red,Alex R 2062,2024wimi,4,0,0,None,0,0,0,None,Single Climb,1,Neither,No,1,
2202,50,Blue,Toby 6574,2024wimi,4,2,0,None,1,0,0,None,Harmonized,2,Neither,No,0,
2202,58,Blue,Preston 6574,2024wimi,4,1,0,Wing,4,0,0,Subwoofer,Single Climb,3,Ground,No,0,
2202,72,Blue,Grady2062,2024wimi,4,1,0,None,4,0,0,Subwoofer,Single Climb,1,"Ground, ""Source (Fed By Human Player)""",No,0,
2202,78,Blue,"Liam Wagner,. Core 2062",2024wimi,4,3,0,Wing,6,0,0,"Subwoofer, ""Podium"", ""Wing""",Not Attempted,2,Ground,No,0,
2202,85,Blue,"Liam Wagner, Core 2062",2024wimi,4,1,0,None,5,0,0,"Subwoofer, ""Podium""",Single Climb,1,Ground,No,0,
2220,5,Blue,Diego 1714,2024wimi,4,1,0,None,0,2,0,None,Parked,1,Ground,Yes - Part Of Match,0,disabled for a long part of match but played good when enabled
2220,12,Red,Leah 1714,2024wimi,3,1,0,None,0,4,0,None,Not Attempted,3,Ground,Yes - Part Of Match,0,
2220,20,Blue,Zoe 6574,2024wimi,2,1,0,Wing,0,8,0,None,Attempted But Failed,1,Ground,No,0,
2220,22,Red,Brandon cesarec core 2062,2024wimi,4,0,0,Wing,1,0,0,None,Single Climb,3,Ground,Yes - Part Of Match,0,Came back to life in the last 20 seconds. otherwise it was down all game.
2220,29,Red,Jonathan M #2062,2024wimi,4,0,0,None,4,0,0,Wing,Attempted But Failed,2,Ground,No,2,
2220,41,Blue,Chacha 6574,2024wimi,2,0,0,Wing,0,1,0,Podium,Attempted But Failed,2,Ground,No,0,
2220,49,Red,Alex R 2062,2024wimi,2,0,0,None,0,0,0,None,Single Climb,2,Neither,No,1,
2220,55,Red,"Liam Wagner, Core 2062",2024wimi,2,0,0,None,0,2,0,None,Single Climb,2,Source (Fed By Human Player),No,0,
2220,72,Blue,Diego 1714,2024wimi,2,0,0,None,3,2,0,Subwoofer,Attempted But Failed,2,Ground,No,0,Took a while to score s
2220,80,Red,Kevin Fajardo 1714,2024wimi,4,0,0,None,3,3,0,Subwoofer,Single Climb,1,Ground,No,0,
2220,87,Red,Shane 6381,2024wimi,2,0,0,None,2,4,0,Subwoofer,Parked,2,Ground,No,0,
2358,9,Red,Adam Grouse 2062,2024wimi,4,0,0,None,6,0,0,Subwoofer,Not Attempted,2,Neither,No,0,
2358,15,Red,Chacha 6574,2024wimi,2,0,0,None,3,0,0,None,Parked,3,Ground,No,0,"Note got stuck in intake, overall good shooter"
2358,22,Blue,Zoe 6574,2024wimi,3,1,0,None,5,0,0,Subwoofer,Not Attempted,1,Ground,Yes - Part Of Match,0,"Very wide, so they clogged the path to the source "
2358,36,Red,Jonathan M #2062,2024wimi,4,0,0,None,3,0,0,Wing,Not Attempted,1,Ground,No,2,"Stopped moving around the 20 second mark, did not become disabled however."
2358,42,Red,"Liam Wagner, Core 2062",2024wimi,1,0,0,None,0,0,0,None,Not Attempted,3,Neither,No,0,
2358,54,Blue,Rae 6574,2024wimi,2,0,0,None,2,0,0,Subwoofer,Parked,3,Ground,No,0,
2358,62,Blue,Preston 6574,2024wimi,1,0,0,None,0,0,0,None,Not Attempted,1,Neither,No,0,Didn't show up
2358,68,Red,Jonathan M #2062,2024wimi,2,0,0,Wing,0,0,0,None,Not Attempted,3,Neither,Yes - Part Of Match,2,
2358,75,Blue,Carson 6574,2024wimi,4,0,0,None,0,0,0,None,Parked,2,Neither,No,1,
2506,7,Red,Adam Grouse 2062,2024wimi,2,1,0,None,3,0,0,None,Harmonized,2,Ground,No,0,"Harmonized with 6148, missed a fair bit"
2506,18,Red,Leo 1714,2024wimi,2,1,0,None,5,0,0,Subwoofer,Single Climb,3,Ground,No,0,
2506,25,Red,April 1714\n,2024wimi,1,0,0,None,0,0,0,None,Not Attempted,1,Neither,No,0,
2506,31,Red,April 1714,2024wimi,2,1,0,None,2,3,0,None,Harmonized,2,"Ground, ""Source (Fed By Human Player)""",No,1,
2506,40,Blue,Georgia 6574,2024wimi,2,1,0,None,2,0,0,Wing,Harmonized,1,Neither,No,0,
2506,53,Blue,Amelia 1714,2024wimi,3,2,0,Wing,8,0,0,Subwoofer,Parked,1,Ground,No,0,
2506,63,Blue,Vitor 1714,2024wimi,3,1,0,Wing,5,0,0,Subwoofer,Single Climb,1,Ground,No,0,Shooter was missing in beginning of match
2506,69,Blue,Chacha 6574,2024wimi,3,2,0,Wing,5,0,0,Subwoofer,Not Attempted,1,Ground,No,0,Powerful shooter
2506,76,Blue,Amelia 1714,2024wimi,3,1,0,Wing,4,0,0,Subwoofer,Single Climb,1,Ground,No,0,
2667,10,Red,Margaret 6574,2024wimi,4,1,0,None,3,0,0,Subwoofer,Single Climb,3,Ground,No,0,
2667,20,Blue,Kiersten 2062,2024wimi,4,0,0,None,0,0,0,None,Single Climb,2,Ground,No,1,Attempted to score multiple times in tele.
2667,33,Blue,Georgia 6574,2024wimi,2,0,0,None,1,0,0,None,Single Climb,2,Neither,No,0,
2667,43,Red,Alex R 2062,2024wimi,2,1,0,Wing,2,0,0,Subwoofer,Not Attempted,1,Ground,No,0,
2667,53,Red,Leah 1714,2024wimi,3,1,0,None,0,0,0,None,Single Climb,3,Ground,No,0,
2667,63,Red,Leo 1714,2024wimi,2,1,0,None,3,0,0,Subwoofer,Single Climb,3,Ground,No,0,
2667,71,Red,Jessica 1714,2024wimi,4,1,0,None,3,0,0,Subwoofer,Single Climb,3,Neither,No,0,
2667,78,Red,Zoe 6574,2024wimi,3,0,0,None,4,0,0,Subwoofer,Single Climb,2,Ground,No,0,
2667,87,Red,"Liam Wagner, Core 2062",2024wimi,3,1,0,None,2,0,0,Subwoofer,Attempted But Failed,1,Ground,No,0,
2830,4,Red,Adam Grouse,2024wimi,3,3,0,Wing,0,2,0,"Subwoofer, ""Wing""",Not Attempted,2,Neither,No,0,Notes would get jammed
2830,10,Blue,Cohen 2062,2024wimi,3,4,0,Wing,6,0,0,Subwoofer,Parked,2,Ground,No,0,
2830,24,Red,Leo 1714,2024wimi,3,3,0,None,4,1,0,Subwoofer,Not Attempted,1,Ground,No,0,
2830,36,Blue,Toby6753,2024wimi,3,3,0,None,1,2,0,None,Parked,2,Neither,No,2,
2830,44,Red,Alex R 2062,2024wimi,3,1,0,None,6,0,0,Subwoofer,Parked,2,Ground,No,0,
2830,50,Blue,Carson 6574,2024wimi,2,1,0,None,0,1,0,Wing,Parked,2,Ground,No,2,
2830,57,Red,1714 Leah ,2024wimi,3,3,0,Wing,0,2,0,None,Not Attempted,3,Ground,No,0,
2830,67,Blue,Grady 2062,2024wimi,3,3,0,Wing,7,0,0,Subwoofer,Not Attempted,2,"Ground, ""Source (Fed By Human Player)""",No,0,
2830,80,Blue,April 1714,2024wimi,3,3,0,Wing,5,0,0,Subwoofer,Parked,2,Ground,No,2,
2830,88,Blue,"Liam Wagner, Core 2062",2024wimi,3,4,0,Wing,0,0,0,None,Parked,3,Ground,No,1,
3197,7,Blue,Diego 1714,2024wimi,3,3,0,Center Line,2,2,0,"Subwoofer, ""Wing""",Single Climb,1,Ground,Yes - Part Of Match,0,Was doing good but disabled a bit
3197,16,Red,Leah 1714,2024wimi,1,1,0,None,4,1,0,"Subwoofer, ""Podium""",Harmonized,1,Ground,No,1,
3197,22,Blue,Kiersten  2062,2024wimi,2,0,0,Wing,2,4,0,Subwoofer,Attempted But Failed,2,Ground,No,0,Attempted auto shots
3197,29,Blue,Isabella 6574,2024wimi,2,0,0,"Wing, ""Center Line""",3,2,0,"Subwoofer, ""Wing""",Single Climb,2,Ground,No,0,
3197,45,Red,"Liam Wagner, Core 2062",2024wimi,2,0,0,Center Line,5,1,0,"Subwoofer, ""Podium""",Single Climb,2,Ground,No,0,
3197,51,Red,"Liam Wagner, Core 2062",2024wimi,2,1,0,Center Line,3,1,0,"Subwoofer, ""Podium"", ""Wing""",Harmonized,2,Ground,No,0,
3197,57,Red,Rae 6574,2024wimi,1,0,0,Center Line,7,0,0,"Subwoofer, ""Wing""",Not Attempted,1,"Ground, ""Source (Fed By Human Player)""",Yes - Part Of Match,1,
3197,64,Red,Jonathan M #2062,2024wimi,2,0,0,None,7,1,0,Wing,Parked,2,Ground,No,0,
3197,81,Blue,"Liam Wagner, Core 2062",2024wimi,2,3,0,Center Line,3,3,0,Podium,Harmonized,1,Ground,No,1,
3197,89,Blue,Preston 6574,2024wimi,2,2,0,Center Line,6,0,0,"Subwoofer, ""Wing""",Attempted But Failed,1,Ground,No,0,
3381,2,Red,Jessica 1714,2024wimi,3,1,0,None,2,1,0,Subwoofer,Parked,3,"Ground, ""Source (Fed By Human Player)""",No,0,
3381,15,Blue,Amelia 1714,2024wimi,4,1,0,None,0,0,0,None,Not Attempted,3,Ground,No,2,
3381,23,Red,Carson 6574,2024wimi,2,1,0,None,1,1,0,"Subwoofer, ""Wing""",Single Climb,3,Ground,No,0,
3381,29,Red,Grady 2062,2024wimi,3,0,0,None,4,0,0,Subwoofer,Parked,3,Neither,Yes - Part Of Match,0,
3381,37,Blue,Georgia 6574,2024wimi,2,0,0,None,4,1,0,None,Attempted But Failed,2,Neither,No,0,
3381,46,Red,"Liam Wagner, Core 2062",2024wimi,2,1,0,None,4,1,0,Subwoofer,Parked,2,"Ground, ""Source (Fed By Human Player)""",No,0,
3381,61,Blue,Vitor 1714,2024wimi,3,1,0,None,7,0,0,Subwoofer,Single Climb,2,"Ground, ""Source (Fed By Human Player)""",No,0,had a slow start but got way better in the second half of the match
3381,68,Red,Isabella 6574,2024wimi,4,0,0,None,4,0,0,Subwoofer,Single Climb,2,"Ground, ""Source (Fed By Human Player)""",No,0,
3381,76,Red,Leah 1714,2024wimi,3,0,0,Wing,6,0,0,Subwoofer,Parked,2,"Ground, ""Source (Fed By Human Player)""",No,0,
3381,90,Blue,Preston 6574,2024wimi,2,1,0,None,8,0,0,Subwoofer,Attempted But Failed,1,"Ground, ""Source (Fed By Human Player)""",No,0,
3596,9,Blue,Margaret 6574,2024wimi,1,0,0,None,0,0,0,None,Not Attempted,3,Neither,Yes - All Of Match,0,
3596,17,Red,Carson 6574,2024wimi,4,0,0,None,0,0,0,None,Attempted But Failed,3,Ground,No,0,shot notes over to the red side
3596,25,Red,Jonathan M #2062,2024wimi,4,1,0,None,0,0,0,Wing,Single Climb,2,Source (Fed By Human Player),No,1,
3596,33,Blue,Kevin Fajardo 1714,2024wimi,3,2,0,Wing,4,0,0,Subwoofer,Parked,1,Ground,No,0,
3596,39,Blue,Georgia 6574,2024wimi,4,0,0,None,1,0,0,None,Harmonized,2,Neither,No,1,
3596,46,Blue,Isabella Cohen 6574,2024wimi,3,2,0,Wing,2,0,0,Subwoofer,Not Attempted,2,Ground,No,0,
3596,56,Red,Alex R 2062,2024wimi,2,1,0,None,0,0,0,None,Attempted But Failed,1,Ground,No,0,
3596,67,Red,Diego 1714,2024wimi,1,0,0,None,0,0,0,None,Single Climb,3,Source (Fed By Human Player),No,1,
3596,73,Blue,Amelia 1714,2024wimi,3,1,0,Wing,0,0,0,Subwoofer,Single Climb,3,Ground,No,2,
3630,17,Red,Adam Grouse 2062,2024wimi,3,2,0,None,1,5,0,Subwoofer,Not Attempted,1,Neither,No,0,Shooter uncontrollably shaky by end game
3630,27,Red,,2024wimi,3,4,0,None,0,2,0,"Subwoofer, ""Podium""",Not Attempted,2,Ground,Yes - Part Of Match,0,
3630,35,Red,Grady 2062,2024wimi,3,1,0,"Wing, ""Center Line""",2,3,0,Subwoofer,Not Attempted,1,Ground,Yes - Part Of Match,0,
3630,42,Blue,Isabella Cohen 6574,2024wimi,3,3,0,"Wing, ""Center Line""",6,4,0,Subwoofer,Not Attempted,1,Source (Fed By Human Player),No,0,
3630,50,Blue,Rae 6574,2024wimi,3,0,0,Wing,0,0,0,None,Not Attempted,3,Neither,Yes - All Of Match,0,
3630,61,Red,Leo 1714,2024wimi,3,1,0,None,0,0,0,None,Not Attempted,2,Neither,Yes - Part Of Match,2,
3630,72,Blue,Chacha 6574,2024wimi,3,2,0,Wing,2,3,0,Subwoofer,Not Attempted,3,Ground,No,0,
3630,79,Red,Zoe 6574,2024wimi,3,3,0,Wing,3,3,0,"Subwoofer, ""Wing""",Parked,1,Ground,No,0,
3630,88,Red,Shane 6381,2024wimi,3,3,0,"Wing, ""Center Line""",4,4,0,"Subwoofer, ""Wing""",Not Attempted,1,Ground,No,0,
3630,7,Red,Georgia 6574,2024wimi,3,3,0,None,1,5,0,None,Parked,1,Neither,No,0,
3692,13,Blue,Cohen 2062,2024wimi,4,1,0,None,0,0,0,None,Parked,3,Ground,No,0,
3692,32,Red,April 1714,2024wimi,1,0,0,None,0,0,0,None,Not Attempted,1,Neither,Yes - All Of Match,0,
3692,38,Red,Jonathan M #2062,2024wimi,2,0,0,None,1,0,0,Wing,Not Attempted,2,Ground,No,0,
3692,51,Blue,Carson 6574,2024wimi,4,1,0,None,0,0,0,None,Parked,1,Neither,No,0,
3692,61,Red,Brandon cesarec core 2062,2024wimi,4,1,0,None,2,0,0,Subwoofer,Parked,3,Source (Fed By Human Player),No,0,Very incontinent and had a very hard time making it into speaker. 
3692,69,Blue,Grady 2062,2024wimi,2,1,0,None,2,0,0,Subwoofer,Not Attempted,2,Source (Fed By Human Player),No,0,
3692,78,Red,Landon 6381,2024wimi,2,1,0,None,0,0,0,None,Not Attempted,3,Source (Fed By Human Player),No,1,
3692,88,Red,April 1714,2024wimi,4,1,0,None,0,2,0,Subwoofer,Parked,1,Source (Fed By Human Player),No,0,
3692,1,Red,Georgia 6574,2024wimi,3,1,0,None,0,0,0,None,Not Attempted,3,Neither,No,0,
3734,16,Red,Adam Grouse 2062,2024wimi,4,1,0,None,2,0,0,None,Parked,3,Neither,No,0,
3734,26,Blue,Kevin Fajardo 1714,2024wimi,4,0,0,Wing,2,1,0,Subwoofer,Harmonized,3,Source (Fed By Human Player),No,0,
3734,33,Blue,Toby 6574,2024wimi,4,0,0,None,0,0,0,None,Not Attempted,3,Neither,Yes - All Of Match,0,
3734,41,Red,"Liam Wagner, Core 2062",2024wimi,2,1,0,None,1,3,0,Subwoofer,Not Attempted,2,Ground,No,0,
3734,54,Red,Alex R 2062,2024wimi,4,0,0,Wing,0,3,0,None,Not Attempted,3,Ground,No,0,
3734,61,Blue,Preston 6574,2024wimi,4,1,0,Wing,3,0,0,Subwoofer,Attempted But Failed,3,Source (Fed By Human Player),No,0,
3734,69,Blue,Diego 1714,2024wimi,4,1,0,Wing,1,2,0,Wing,Parked,3,Source (Fed By Human Player),No,0,
3734,79,Red,Landon 6381,2024wimi,4,2,0,None,1,2,0,Subwoofer,Attempted But Failed,2,"Ground, ""Source (Fed By Human Player)""",No,1,
3734,86,Blue,"Liam Wagner, Core 2062",2024wimi,4,1,0,Wing,1,3,0,Subwoofer,Harmonized,2,"Ground, ""Source (Fed By Human Player)""",No,0,
3734,8,Red,Georgia 6574,2024wimi,4,0,0,None,0,2,0,None,Not Attempted,2,Neither,No,0,
3891,7,Blue,Cohen 2062,2024wimi,4,0,0,None,0,0,0,None,Not Attempted,3,Neither,Yes - Part Of Match,0,
3891,17,Red,Leo 1714,2024wimi,2,1,0,None,6,0,0,Subwoofer,Attempted But Failed,2,Source (Fed By Human Player),No,0,
3891,24,Red,Brandon cesarec core 2062,2024wimi,2,1,0,None,3,0,0,Podium,Not Attempted,2,Source (Fed By Human Player),No,0,It was only able to pick up the notes from the Human and couldn't get it in amp than got stuck in amp.
3891,30,Red,April 1714,2024wimi,3,0,0,Wing,0,3,0,Wing,Attempted But Failed,1,Source (Fed By Human Player),No,0,
3891,37,Blue,Kevin Fajardo 1714,2024wimi,4,1,0,None,4,0,0,Subwoofer,Single Climb,1,Source (Fed By Human Player),No,0,
3891,48,Blue,chacha 6574,2024wimi,4,1,0,None,5,1,0,Subwoofer,Harmonized,1,Source (Fed By Human Player),No,0,
3891,59,Red,Brandon cesarec core 2062,2024wimi,2,0,0,None,0,0,0,None,Single Climb,3,Neither,Yes - Part Of Match,0,The robot broke the metal part for the shooter. kinda waited until climb all game.
3891,71,Red,Jonathan M #2062,2024wimi,2,1,0,None,4,0,0,"Subwoofer, ""Wing""",Not Attempted,1,Source (Fed By Human Player),No,0,
3891,86,Red,April 1714,2024wimi,3,0,0,None,0,0,0,None,Not Attempted,1,Neither,Yes - All Of Match,0,
4531,2,Blue,Cohen 2062,2024wimi,4,2,0,Wing,2,0,0,Wing,Harmonized,1,Ground,No,0,
4531,11,Blue,,2024wimi,2,1,0,None,3,0,0,Wing,Single Climb,2,Ground,No,0,Cannot adjust the angle they shoot at.
4531,34,Blue,Kevin Fajardo 1714,2024wimi,2,2,0,Wing,6,0,0,"Subwoofer, ""Podium""",Single Climb,3,Ground,No,0,
4531,42,Red,Alex R 2062,2024wimi,4,1,0,Wing,6,0,0,Subwoofer,Single Climb,1,Ground,No,0,
4531,53,Red,"Liam Wagner, Core 2062",2024wimi,4,1,0,None,3,0,0,"Subwoofer, ""Podium""",Single Climb,2,Ground,No,0,
4531,62,Red,Kiersten 2062,2024wimi,4,1,0,Wing,0,0,0,None,Harmonized,2,Ground,No,2,note got stuck in beginning of tele.
4531,70,Blue,Grady2062,2024wimi,4,0,0,None,0,0,0,Subwoofer,Not Attempted,2,Ground,No,1,
4531,81,Red,Shane 6381,2024wimi,2,1,0,None,5,0,0,Subwoofer,Harmonized,2,Ground,No,0,
4645,5,Blue,Cohen 2062,2024wimi,3,1,0,None,2,0,0,Subwoofer,Not Attempted,2,Ground,No,0,
4645,11,Red,1714,2024wimi,2,1,0,None,0,0,0,None,Harmonized,3,Ground,No,0,
4645,21,Blue,Zoe 6574,2024wimi,1,0,0,None,3,0,0,Subwoofer,Not Attempted,2,Ground,No,0,Missed most of its shots
4645,30,Blue,Preston 6574,2024wimi,2,0,0,None,0,0,0,None,Single Climb,3,Neither,Yes - Part Of Match,0,
4645,43,Blue,Diego 1714,2024wimi,4,0,0,None,2,0,0,Subwoofer,Not Attempted,3,Ground,No,1,
4645,54,Red,Leah 1714,2024wimi,3,0,0,None,4,0,0,"Subwoofer, ""Podium"", ""Wing""",Not Attempted,2,Ground,No,1,
4645,61,Red,Kiersten 2062,2024wimi,2,0,0,None,2,0,0,Subwoofer,Attempted But Failed,1,Source (Fed By Human Player),No,1,Moved partner out of blue zone to avoid penalties
4645,67,Red,Isabella 6574,2024wimi,3,1,0,None,3,0,0,Subwoofer,Single Climb,1,"Ground, ""Source (Fed By Human Player)""",No,0,
4645,74,Red,Zoe 6574,2024wimi,3,0,0,Wing,1,0,0,Subwoofer,Not Attempted,2,Ground,No,0,"Very unstable, got caught up briefly on the stage "
4645,89,Red,"Liam Wagner, Core 2062",2024wimi,3,1,0,None,3,0,0,Subwoofer,Single Climb,3,"Ground, ""Source (Fed By Human Player)""",No,0,
4786,5,Blue,Tony kapfer 6574,2024wimi,1,0,0,None,0,0,0,None,Parked,3,Neither,No,0,
4786,14,Blue,Margaret 6574,2024wimi,4,2,0,Wing,9,1,0,"Subwoofer, ""Wing""",Not Attempted,1,Ground,No,1,
4786,23,Red,Brandon cesarec core 2062,2024wimi,4,1,0,None,4,0,0,"Subwoofer, ""Podium""",Not Attempted,2,Ground,No,0,the robot was pretty fast have pretty good cycle times. didn't try with amp.
4786,33,Red,April 1714,2024wimi,1,0,0,None,0,0,0,None,Parked,2,Neither,No,2,
4786,42,Blue,Chacha 6574,2024wimi,1,0,0,None,0,0,0,None,Parked,2,Neither,No,2,"Intake/shooter seemed broken, played amazing defense."
4786,48,Blue,Diego 1714,2024wimi,1,0,0,None,0,0,0,None,Parked,1,Neither,No,2,Great defense and moved notes for team
4786,56,Red,Leah 1714,2024wimi,4,0,0,None,0,0,0,None,Parked,3,Ground,No,1,
4786,73,Red,Leah 1714,2024wimi,4,1,0,Wing,1,3,0,Subwoofer,Single Climb,1,Ground,No,0,
4786,82,Blue,Preston 6574,2024wimi,2,1,0,Center Line,2,0,0,Subwoofer,Not Attempted,2,Ground,No,1,
4787,6,Red,Adam Grouse,2024wimi,3,0,0,None,0,0,0,None,Not Attempted,3,Neither,No,1,"Shooter broke, climb seems broken"
4787,14,Red,Leah 1714,2024wimi,1,0,0,None,0,0,0,None,Single Climb,2,Ground,No,0,
4787,30,Red,Grady 2062,2024wimi,4,0,0,None,1,0,0,Subwoofer,Single Climb,2,Source (Fed By Human Player),No,0,
4787,40,Red,Kevin Fajardo 1714,2024wimi,3,1,0,None,2,0,0,Subwoofer,Harmonized,3,Source (Fed By Human Player),No,0,
4787,45,Red,Diego 1714,2024wimi,4,0,0,None,0,0,0,None,Parked,3,Source (Fed By Human Player),No,1,Shooter was not shooting hard enough to score
4787,55,Red,Leah 1714,2024wimi,4,0,0,None,0,0,0,None,Single Climb,3,Source (Fed By Human Player),No,0,
4787,64,Blue,Grady 2062,2024wimi,1,0,0,None,0,0,0,None,Parked,2,Neither,No,1,
4787,66,Blue,Chacha 6574,2024wimi,3,0,0,Wing,0,0,0,None,Attempted But Failed,3,Source (Fed By Human Player),No,0,"Shooter not strong enough, easily gets hooked on chains/other bots"
4787,81,Red,Kevin Fajardo 1714,2024wimi,4,0,0,None,0,0,0,None,Harmonized,3,Source (Fed By Human Player),No,0,
4787,88,Blue,Preston 6574,2024wimi,2,0,0,None,1,0,0,Subwoofer,Single Climb,3,Source (Fed By Human Player),No,0,
5096,9,Blue,Amelia 1714,2024wimi,4,0,0,None,0,1,0,None,Not Attempted,2,Ground,Yes - Part Of Match,0,
5096,18,Red,Vitor 1714,2024wimi,4,1,0,None,0,3,0,None,Not Attempted,3,Ground,No,0,Very sluggish
5096,27,Red,Grady 2062,2024wimi,4,0,0,None,1,0,0,None,Parked,1,Ground,No,0,
5096,34,Red,Grady 2062,2024wimi,4,0,0,None,0,0,0,None,Not Attempted,1,Neither,No,1,
5096,41,Blue,Ava H 930,2024wimi,1,0,0,None,0,0,0,None,Parked,3,Neither,No,1,
5096,48,Red,Jessica 1714,2024wimi,1,0,0,None,0,0,0,None,Parked,3,Neither,No,1,showed up late and only played defensw
5096,49,Red,,2024wimi,1,0,0,None,0,0,0,None,Not Attempted,1,Neither,No,0,
5096,57,Red,Alex R 2062,2024wimi,4,0,0,None,0,0,0,None,Parked,1,Neither,No,2,
5096,70,Red,Jessica 1714,2024wimi,4,0,0,None,0,2,0,Wing,Not Attempted,2,Ground,No,0,
5096,76,Blue,Carson 6574,2024wimi,4,0,0,None,0,3,0,Wing,Not Attempted,2,Ground,No,0,
5096,90,Red,"Liam Wagner, Core 2062",2024wimi,4,1,0,None,0,3,0,None,Not Attempted,3,Ground,No,0,
5148,7,Red,Jessica 1714,2024wimi,4,1,0,Wing,2,0,0,Subwoofer,Harmonized,3,Ground,No,0,Notes kept popping out of intake 
5148,13,Red,Chacha 6574,2024wimi,4,0,0,Wing,0,0,0,None,Single Climb,2,Ground,No,2,"Got a note stuck, but defended well."
5148,22,Red,Leo 1714,2024wimi,1,1,0,None,4,0,0,Subwoofer,Not Attempted,2,Ground,No,0,
5148,29,Blue,Preston 6574,2024wimi,4,1,0,None,2,0,0,Subwoofer,Single Climb,3,Source (Fed By Human Player),No,0,
5148,40,Red,April 1714,2024wimi,1,0,0,Wing,0,0,0,None,Not Attempted,1,Neither,Yes - Part Of Match,1,
5148,47,Red,"Liam Wagner, Core 2062",2024wimi,2,0,0,None,0,0,0,None,Not Attempted,3,Ground,No,0,
5148,56,Blue,Carson 6574,2024wimi,2,1,0,None,2,0,0,Subwoofer,Parked,2,Ground,No,0,
5148,65,Blue,Grady 2062,2024wimi,4,1,0,None,4,0,0,Subwoofer,Not Attempted,2,"Ground, ""Source (Fed By Human Player)""",No,0,
5148,74,Blue,Grady2062,2024wimi,4,1,0,Center Line,4,0,0,Subwoofer,Harmonized,3,"Ground, ""Source (Fed By Human Player)""",No,0,
5148,82,Red,April 1714,2024wimi,4,0,0,None,0,0,0,None,Not Attempted,1,Neither,Yes - All Of Match,0,
5586,3,Red,Jessica 1714,2024wimi,4,0,0,None,0,6,0,Wing,Parked,2,Ground,No,0,Think intake broke at the end. they could not pick up any notes.
5586,10,Red,Chacha 6574,2024wimi,2,0,0,None,0,2,0,Subwoofer,Not Attempted,2,Ground,No,0,Good at amp
5586,19,Red,Leo 1714,2024wimi,1,0,0,None,0,4,0,Wing,Not Attempted,2,Ground,No,0,
5586,28,Red,April 1714,2024wimi,1,0,0,None,1,0,0,Wing,Not Attempted,1,"Ground, ""Source (Fed By Human Player)""",No,0,
5586,38,Blue,Georgia 6574,2024wimi,4,0,0,None,0,3,0,Wing,Parked,3,Neither,No,0,
5586,48,Red,"Liam Wagner, Core 2062",2024wimi,3,0,0,None,2,4,0,Subwoofer,Not Attempted,2,Ground,Yes - Part Of Match,0,
5586,60,Blue,Vitor 1714,2024wimi,4,0,0,None,0,5,0,None,Parked,2,Ground,No,0,
5586,66,Blue,Diego 1714,2024wimi,4,0,0,None,0,2,0,None,Parked,2,Source (Fed By Human Player),No,0,
5586,79,Blue,"Liam Wagner, Core 2062",2024wimi,4,0,0,None,0,3,0,None,Parked,2,Ground,No,2,
5586,89,Red,April 1714,2024wimi,4,0,0,None,0,0,0,None,Parked,1,Neither,Yes - Part Of Match,1,
6223,8,Red,Diego 1714,2024wimi,1,0,0,None,7,0,0,Subwoofer,Not Attempted,1,Ground,No,0,Broke a bit but still scored gppd
6223,14,Red,Leah 1714,2024wimi,4,2,0,Wing,2,0,0,Subwoofer,Parked,2,Ground,No,0,
6223,25,Blue,Preston 6574,2024wimi,2,2,0,None,4,0,0,Subwoofer,Single Climb,3,Ground,No,0,
6223,32,Blue,toby kapfer 6574,2024wimi,3,2,0,None,9,0,0,None,Parked,2,Neither,No,0,
6223,41,Red,Jessica 1714,2024wimi,3,2,0,Wing,6,0,0,Subwoofer,Single Climb,2,Ground,No,0,
6223,50,Red,"Liam Wagner, Core 2062",2024wimi,2,1,0,None,6,0,0,Subwoofer,Attempted But Failed,2,Ground,No,0,
6223,62,Red,Brandon cesarec core 2062,2024wimi,3,2,0,Wing,6,0,0,"Subwoofer, ""Podium""",Harmonized,1,Ground,No,0,The cycle time was pretty fast with the speaker shots 
6223,71,Blue,Diego 1714,2024wimi,2,2,0,Wing,5,0,0,Subwoofer,Attempted But Failed,1,Ground,No,0,"tippy if played defense on, missed few shots, attempted to climb very early yet still couldnt climb"
6223,81,Red,April 1714,2024wimi,4,1,0,Wing,3,0,0,Subwoofer,Single Climb,1,Ground,No,0,
6381,18,Red,Brandon Cesarec Core 2062,2024wimi,3,0,0,None,6,0,0,"Subwoofer, ""Podium""",Not Attempted,2,"Ground, ""Source (Fed By Human Player)""",No,1,They didn't really do much besides collector notes and shooting into speaker but did pretty good defence.
6381,25,Blue,Kevin Fajardo 1714,2024wimi,3,1,0,None,6,1,0,Subwoofer,Single Climb,2,Ground,No,0,
6381,36,Blue,Kevin Fajardo 1714,2024wimi,2,1,0,None,8,0,0,Subwoofer,Attempted But Failed,1,Ground,No,0,
6381,44,Blue,Chacha 6574,2024wimi,2,0,0,Center Line,7,0,0,Subwoofer,Attempted But Failed,2,Ground,No,0,Very accurate in teleop
6381,52,Red,Alex R 2062,2024wimi,2,1,0,Center Line,7,0,0,Subwoofer,Parked,1,Ground,No,0,
